sample,reaction,weight
WT1,FAD_21,0.0
WT1,FAD_22,0.0
WT1,FAD_23,0.0
WT1,FAD_24,0.0
WT1,FAD_25,0.0
WT1,FAD_26,0.0
WT1,FAD_27,0.0
WT1,3HIBD,0.0
WT1,ALDR,0.0
WT1,AL4D,0.0
WT1,MANT1,0.0
WT1,ARABT,-1.0
WT1,HOAS,0.0
WT1,SR1,0.0
WT1,SR2,0.0
WT1,MR,0.0
WT1,GLYCS_I,0.0
WT1,GLYCS_II,0.0
WT1,LALDD,0.0
WT1,CYST_II,0.0
WT1,FUSA1,1.0
WT1,ISCS,0.0
WT1,GLYTRS,0.0
WT1,SELCYSS,0.0
WT1,TYRTRS,0.0
WT1,biomass,0.0
WT1,ECHA20,0.0
WT1,CHOL1,0.0
WT1,FADE282,0.0
WT1,HOPNTAL2,1.0
WT1,ECHA192,0.0
WT1,HSA,0.0
WT1,FADB3,1.0
WT1,FADB2,1.0
WT1,CHCD,0.0
WT1,HDAD,0.0
WT1,CHOD,1.0
WT1,3HSA,0.0
WT1,HSAC,0.0
WT1,HSAE,1.0
WT1,HIAA,0.0
WT1,IPDAB,-1.0
WT1,KSH,1.0
WT1,ECHA193,0.0
WT1,CYP1,1.0
WT1,HIPB,0.0
WT1,HIPA,0.0
WT1,CHOLCOA,0.0
WT1,ECHA191,0.0
WT1,FADE30,0.0
WT1,CYP3,1.0
WT1,CYP2,1.0
WT1,PRCOA1,0.0
WT1,FADE281,0.0
WT1,FADD3,-1.0
WT1,KSTD,0.0
WT1,FADD17,0.0
WT1,FADE51,0.0
WT1,FADE52,0.0
WT1,HIAt,0.0
WT1,MACCOAT,1.0
WT1,ACCOAC,1.0
WT1,CHSTEROLt,0.0
WT1,EX_chsterol,0.0
WT1,MOEA1,0.0
WT1,MPTAT,1.0
WT1,MOBA,1.0
WT1,MOAE1,0.0
WT1,MOEB1,0.0
WT1,MOBDabc,0.0
WT1,MOBDabc_rev,0.0
WT1,PHBADA,0.0
WT1,PHBADB,-1.0
WT1,PHBADC,-1.0
WT1,PHBADD,0.0
WT1,INO1,1.0
WT1,NAGINSP,1.0
WT1,NAGINS,0.0
WT1,LAT,1.0
WT1,KGD2,1.0
WT1,ASPO6,1.0
WT1,ECOAH12,1.0
WT1,FADE233,1.0
WT1,BKDC,1.0
WT1,BKDA2,1.0
WT1,3HBCOAHL,0.0
WT1,AKGDa,0.0
WT1,ACt2r,0.0
WT1,EX_4hba,0.0
WT1,4HBAt,0.0
WT1,4ABZt,0.0
WT1,CHLabc_rev,0.0
WT1,GCALDD,0.0
WT1,PYDXNtr,0.0
WT1,EX_pydxn,0.0
WT1,GLYALDDr,0.0
WT1,FORt,0.0
WT1,GLYCLTt,0.0
WT1,EX_glyclt,0.0
WT1,NO3t2,0.0
WT1,ROSFE,0.0
WT1,MNabc_rev,0.0
WT1,COBC,0.0
WT1,ADOCBLabc,-1.0
WT1,COB2,0.0
WT1,CBL2OR,0.0
WT1,DRBK,0.0
WT1,5DOAN,0.0
WT1,AKGt2r,0.0
WT1,EX_co,0.0
WT1,PHEMEt,0.0
WT1,EX_pheme,0.0
WT1,HEMEOS,1.0
WT1,HEMEAS_1,0.0
WT1,GSEALD,0.0
WT1,CPPPGO2,0.0
WT1,EX_hia,0.0
WT1,L_LACDcm,1.0
WT1,FPRA,0.0
WT1,COCO2,-1.0
WT1,ACALDt,0.0
WT1,EX_acald,0.0
WT1,NMO,1.0
WT1,OCDCEAt,0.0
WT1,EX_ocdcea,0.0
WT1,UREAt,0.0
WT1,PAPA1,-1.0
WT1,PAPA2,0.0
WT1,MMPL8,-1.0
WT1,PKS2,0.0
WT1,MAS3,0.0
WT1,EX_gln_L,0.0
WT1,SIRA2,1.0
WT1,APSR,0.0
WT1,SHSL2r,0.0
WT1,CYSK2_I,0.0
WT1,CYSM_I,1.0
WT1,CYSM_II,1.0
WT1,CYSO_I,1.0
WT1,CYSO_II,1.0
WT1,THMP,0.0
WT1,VIUB,-1.0
WT1,MBTK3,0.0
WT1,MBTG,-1.0
WT1,MBTA3,-1.0
WT1,ALCD2x,0.0
WT1,ETOHt2r,0.0
WT1,EX_etoh,0.0
WT1,MTAP,-1.0
WT1,PKS122,0.0
WT1,PKS121,0.0
WT1,ORNDC,0.0
WT1,MBTA1,-1.0
WT1,HACD9,0.0
WT1,ECOAH9ir,1.0
WT1,OIVD3,1.0
WT1,BKDC1,1.0
WT1,MAK,0.0
WT1,GLGE,1.0
WT1,TREY,-1.0
WT1,GLGB,-1.0
WT1,GLGP,0.0
WT1,AMYL2,0.0
WT1,PYRD1,0.0
WT1,SHCHCS3,0.0
WT1,SEPHCHCS,0.0
WT1,SALSYN,-1.0
WT1,APRO,0.0
WT1,AOBUTDs,0.0
WT1,THRD,0.0
WT1,EX_adocbl,0.0
WT1,DMBI,0.0
WT1,BARB,0.0
WT1,HETZK,0.0
WT1,PYDXNK,0.0
WT1,EX_mobd,0.0
WT1,TBSYNLDPS,-1.0
WT1,TBSNLS1,-1.0
WT1,TBSNLS2,-1.0
WT1,TBSNLS3,-1.0
WT1,BKDA1,1.0
WT1,BPNT2,1.0
WT1,GLPD2,0.0
WT1,G3PD1ir,1.0
WT1,G3PT,0.0
WT1,DHORD2,0.0
WT1,PPAKr,0.0
WT1,PTA2,0.0
WT1,EMB,-1.0
WT1,BTNt,0.0
WT1,EX_btn,0.0
WT1,GXRA,1.0
WT1,OPP,0.0
WT1,HEXTT,0.0
WT1,PPTTm,0.0
WT1,GGTT,-1.0
WT1,ACYP_2,0.0
WT1,GTPDPDP,0.0
WT1,PPGPPDP,0.0
WT1,AKGDH,0.0
WT1,EX_nodcoa,0.0
WT1,NODCOAt,0.0
WT1,EX_octscoa,0.0
WT1,OCTSCOAt,0.0
WT1,ATPM,0.0
WT1,VPAMTr,-1.0
WT1,EGTB,0.0
WT1,EGTC,-1.0
WT1,EGTE,0.0
WT1,TMDS3,-1.0
WT1,MHUD1,1.0
WT1,OTSB1,1.0
WT1,MYCOPP,1.0
WT1,TMMYCO,0.0
WT1,MYCOE,0.0
WT1,PPM1,1.0
WT1,PEPA,0.0
WT1,NADDP,0.0
WT1,NMNAT,0.0
WT1,EGTD,0.0
WT1,ACONMT,0.0
WT1,MANPGH,-1.0
WT1,EPH,0.0
WT1,FBPA,0.0
WT1,DGTP8DETOX,1.0
WT1,DGTP8OXO,0.0
WT1,GTP8OXO,0.0
WT1,TAG,1.0
WT1,LIPY,-1.0
WT1,LIPW,0.0
WT1,CHOLK,0.0
WT1,PC_TBt,0.0
WT1,BIRA,0.0
WT1,ACCD3,0.0
WT1,ACCA3,1.0
WT1,GMHEPPA,-1.0
WT1,ALCD19y,0.0
WT1,EX_pc_TB,0.0
WT1,DM_ergoth_c,0.0
WT1,DM_tbsinol_c,0.0
WT1,DM_isotbsinol__13S_c,0.0
WT1,DM_isotbsinol__13R_c,0.0
WT1,DM_psd5p_c,0.0
WT1,DM_cpppg1_c,0.0
WT1,DM_scys__L_c,0.0
WT1,DM_gmhep1p_c,0.0
WT2,2AGPEAT160,0.0
WT2,2AGPEAT180,0.0
WT2,5DGLCNR,-1.0
WT2,AACPS10,0.0
WT2,AACPS11,0.0
WT2,AACPS3,0.0
WT2,ABTA,0.0
WT2,ACACT1r,1.0
WT2,ACALDi,1.0
WT2,ACBIPGT,0.0
WT2,ACCC,0.0
WT2,ACChex,0.0
WT2,ACGAMPM,0.0
WT2,ACGAMT,0.0
WT2,ACGK,0.0
WT2,ACGS,0.0
WT2,ACHBS,0.0
WT2,ACKr,0.0
WT2,ACLS,0.0
WT2,ACODA,0.0
WT2,ACONT,0.0
WT2,ACOTA,0.0
WT2,ACP1_FMN,0.0
WT2,ACPS1,0.0
WT2,ACS,0.0
WT2,ACS2,0.0
WT2,ACYSBMNt,0.0
WT2,ADA,-1.0
WT2,ADCL,0.0
WT2,ADCPS1,0.0
WT2,ADCPS2,0.0
WT2,ADCS,0.0
WT2,ADCYRS,-1.0
WT2,ADK1,0.0
WT2,ADK2,0.0
WT2,ADMDCr,0.0
WT2,ADNCYC,1.0
WT2,ADNK1,1.0
WT2,ADNK3,1.0
WT2,ADNK4,1.0
WT2,ADOCBIK,0.0
WT2,ADOCBLS,0.0
WT2,ADPT,1.0
WT2,ADSK,1.0
WT2,ADSL1r,0.0
WT2,ADSL2r,0.0
WT2,ADSS,0.0
WT2,AFTA,-1.0
WT2,AGDC,0.0
WT2,AGMT,0.0
WT2,AGPAT160,1.0
WT2,AGPAT160190,1.0
WT2,AGPAT190,1.0
WT2,AGPR,0.0
WT2,AHC,0.0
WT2,AHCYSNS,0.0
WT2,AHMMPS,0.0
WT2,AICART,0.0
WT2,AIRCr,0.0
WT2,AKGDb,1.0
WT2,ALAALAD,0.0
WT2,ALAALAr,0.0
WT2,ALAD_L,1.0
WT2,ALAR,0.0
WT2,ALAt2r,0.0
WT2,ALDD1,1.0
WT2,ALDD19x,0.0
WT2,ALDD2x,0.0
WT2,AMAOTr,0.0
WT2,AMID4,0.0
WT2,AMMQT8,0.0
WT2,AMMQT8_2,0.0
WT2,AMPTASECG,0.0
WT2,ANPRT,0.0
WT2,ANS,0.0
WT2,AOXSr,-1.0
WT2,APRAUR,0.0
WT2,ARACHTA,0.0
WT2,ARB_Dabc,0.0
WT2,ARBabc,0.0
WT2,ARBt2r,0.0
WT2,ARGDC,0.0
WT2,ARGDr,0.0
WT2,ARGSL,0.0
WT2,ARGSS,0.0
WT2,ARGt5r,0.0
WT2,ASAD,0.0
WT2,ASNN,0.0
WT2,ASNS1,0.0
WT2,ASNt2r,0.0
WT2,ASP1DC,0.0
WT2,ASPCT,-1.0
WT2,ASPK,0.0
WT2,ASPO5,1.0
WT2,ASPTA,0.0
WT2,ASPt2r,0.0
WT2,AST,0.0
WT2,ATPPRT,0.0
WT2,ATPS4r,0.0
WT2,BACCL,0.0
WT2,BALAt2r,0.0
WT2,BDH,0.0
WT2,BETALDHx,0.0
WT2,BMNMSHS,0.0
WT2,BMNt,0.0
WT2,BPNT,1.0
WT2,BTS2,0.0
WT2,BTS3r,0.0
WT2,CAATPS,0.0
WT2,CAT,1.0
WT2,CAt4,0.0
WT2,CBIAT,0.0
WT2,CBLAT,0.0
WT2,CBPS,0.0
WT2,CDAPPA160,0.0
WT2,CDAPPA160190,0.0
WT2,CDAPPA190,0.0
WT2,CDPMEK,0.0
WT2,CDPPT160,0.0
WT2,CDPPT160190,0.0
WT2,CHLabc,0.0
WT2,CHOLD,0.0
WT2,CHORM,0.0
WT2,CHORS,1.0
WT2,CHRPL,0.0
WT2,CIGAMS,0.0
WT2,CITLr,0.0
WT2,CITabc,0.0
WT2,CLPNS160190,0.0
WT2,CMCBTFL,-1.0
WT2,CMCBTFU,-1.0
WT2,CMLDC,0.0
WT2,CO2t,0.0
WT2,COAt,0.0
WT2,COBALTt5,0.0
WT2,COCHL,0.0
WT2,COt,0.0
WT2,CPC6R,0.0
WT2,CPPPGO,0.0
WT2,CRNabc,0.0
WT2,CS,1.0
WT2,CTPS1,0.0
WT2,CTPS2,0.0
WT2,CYANST,1.0
WT2,CYO1a,1.0
WT2,CYO1b,0.0
WT2,CYRDAAT,0.0
WT2,CYRDAR,0.0
WT2,CYSS,0.0
WT2,CYSTL,0.0
WT2,CYSTS,0.0
WT2,CYTBD,0.0
WT2,CYTBD2,0.0
WT2,CYTD,-1.0
WT2,CYTDK2,0.0
WT2,CYTDt2r,0.0
WT2,CYTK1,0.0
WT2,CYTK2,0.0
WT2,Clt,0.0
WT2,Cuabc,0.0
WT2,Cut1,0.0
WT2,DADA,0.0
WT2,DADK,0.0
WT2,DAGK160,0.0
WT2,DALAOX,0.0
WT2,DALAt2r,0.0
WT2,DAPDC,0.0
WT2,DAPE,0.0
WT2,DASYN160,0.0
WT2,DASYN160190,0.0
WT2,DASYN190190,0.0
WT2,DB4PS,0.0
WT2,DBTSr,0.0
WT2,DCPDP,1.0
WT2,DCPDPP,0.0
WT2,DCPDPS,0.0
WT2,DCPE,0.0
WT2,DCPT,0.0
WT2,DCTPD,0.0
WT2,DCTPD2,0.0
WT2,DCYTD,0.0
WT2,DDPA,0.0
WT2,DESAT16,1.0
WT2,DESAT18,1.0
WT2,DGC3D,0.0
WT2,DGK1,0.0
WT2,DHAD1,0.0
WT2,DHAD2,0.0
WT2,DHDPRy,0.0
WT2,DHDPS,1.0
WT2,DHFR,0.0
WT2,DHFS,0.0
WT2,DHNAOT,0.0
WT2,DHNPA,1.0
WT2,DHNPA2,1.0
WT2,DHORTS,0.0
WT2,DHPPDA,0.0
WT2,DHPPDA2,0.0
WT2,DHPS2,1.0
WT2,DHQD,0.0
WT2,DHQS,0.0
WT2,DMATT,0.0
WT2,DMPPS,1.0
WT2,DNMPPA,0.0
WT2,DNTPPA,0.0
WT2,DPCOAK,0.0
WT2,DPPS,0.0
WT2,DPR,-1.0
WT2,DRPA,1.0
WT2,DSERt2r,0.0
WT2,DTMPK,0.0
WT2,DURIK1,0.0
WT2,DURIPP,0.0
WT2,DUTPDP,0.0
WT2,DXPRIi,1.0
WT2,DXPS,0.0
WT2,ENO,0.0
WT2,ETHAt,0.0
WT2,EX_acysbmn,0.0
WT2,EX_ala_B,0.0
WT2,EX_ala_D,0.0
WT2,EX_ala_L,0.0
WT2,EX_arab_D,0.0
WT2,EX_arab_L,0.0
WT2,EX_arg_L,0.0
WT2,EX_asn_L,0.0
WT2,EX_asp_L,0.0
WT2,EX_atp,0.0
WT2,EX_bmn,0.0
WT2,EX_ca2,0.0
WT2,EX_chol,0.0
WT2,EX_cit,0.0
WT2,EX_cl,0.0
WT2,EX_co2,0.0
WT2,EX_coa,0.0
WT2,EX_cobalt2,0.0
WT2,EX_crn,0.0
WT2,EX_cu2,0.0
WT2,EX_cytd,0.0
WT2,EX_etha,0.0
WT2,EX_fe2,0.0
WT2,EX_fe3,0.0
WT2,EX_fum,0.0
WT2,EX_gal,0.0
WT2,EX_glc,0.0
WT2,EX_glu_L,0.0
WT2,EX_gly,0.0
WT2,EX_glyb,0.0
WT2,EX_glyc3p,0.0
WT2,EX_glyc,0.0
WT2,EX_gthrd,0.0
WT2,EX_h2,0.0
WT2,EX_h2co3,0.0
WT2,EX_h2o,0.0
WT2,EX_h2s,0.0
WT2,EX_h,0.0
WT2,EX_hdca,0.0
WT2,EX_his_L,0.0
WT2,EX_id3acald,0.0
WT2,EX_ile_L,0.0
WT2,EX_k,0.0
WT2,EX_lac_L,0.0
WT2,EX_lcts,0.0
WT2,EX_leu_L,0.0
WT2,EX_lys_L,0.0
WT2,EX_mal_L,0.0
WT2,EX_malt,0.0
WT2,EX_malthp,0.0
WT2,EX_meoh,0.0
WT2,EX_met_L,0.0
WT2,EX_mg2,0.0
WT2,EX_na1,0.0
WT2,EX_nh4,0.0
WT2,EX_no2,0.0
WT2,EX_no3,0.0
WT2,EX_no,0.0
WT2,EX_o2,0.0
WT2,EX_ocdca,0.0
WT2,EX_orn,0.0
WT2,EX_pac,0.0
WT2,EX_pdima,0.0
WT2,EX_phdca,0.0
WT2,EX_phe_L,0.0
WT2,EX_pi,0.0
WT2,EX_ppa,0.0
WT2,EX_ppdima,0.0
WT2,EX_pro_L,0.0
WT2,EX_pyr,0.0
WT2,EX_rib_D,0.0
WT2,EX_ser_D,0.0
WT2,EX_ser_L,0.0
WT2,EX_skm,0.0
WT2,EX_so4,0.0
WT2,EX_succ,0.0
WT2,EX_tartr_L,0.0
WT2,EX_thr_L,0.0
WT2,EX_tre,0.0
WT2,EX_trp_L,0.0
WT2,EX_tsul,0.0
WT2,EX_ttdca,0.0
WT2,EX_tyr_L,0.0
WT2,EX_val_L,0.0
WT2,EX_ac,0.0
WT2,EX_4abz,0.0
WT2,EX_for,0.0
WT2,EX_akg,0.0
WT2,EX_gua,0.0
WT2,EX_ad,0.0
WT2,Adt,0.0
WT2,EX_urea,0.0
WT2,FACOAE140,0.0
WT2,FACOAE160,0.0
WT2,FACOAE180,0.0
WT2,FACOAL140,1.0
WT2,FACOAL160,0.0
WT2,FACOAL161,1.0
WT2,FACOAL180,1.0
WT2,FACOAL181,0.0
WT2,FACOAL200,1.0
WT2,FACOAL80,0.0
WT2,FACOALPHDCA,0.0
WT2,FACOALPREPH,1.0
WT2,FAH4,0.0
WT2,FAMPL1,1.0
WT2,FAMPL2,1.0
WT2,FAMPL3,1.0
WT2,FAMPL4,1.0
WT2,FAMPL5,1.0
WT2,FAO1,-1.0
WT2,FAO10,-1.0
WT2,FAO11,-1.0
WT2,FAO2,-1.0
WT2,FAO3,-1.0
WT2,FAS100,-1.0
WT2,FAS120,-1.0
WT2,FAS140,0.0
WT2,FAS160,-1.0
WT2,FAS161,-1.0
WT2,FAS180,-1.0
WT2,FAS181,-1.0
WT2,FAS200,-1.0
WT2,FAS240_L,-1.0
WT2,FAS260,-1.0
WT2,FAS80_L,-1.0
WT2,FASPHDCA,0.0
WT2,FASm1601,-1.0
WT2,FASm180,-1.0
WT2,FASm1801,-1.0
WT2,FASm2001,-1.0
WT2,FASm2002,-1.0
WT2,FASm220,0.0
WT2,FASm2201,0.0
WT2,FASm2202,0.0
WT2,FASm240,0.0
WT2,FASm2401,0.0
WT2,FASm2402,0.0
WT2,FASm260,0.0
WT2,FASm2601,0.0
WT2,FASm2602,0.0
WT2,FASm280,0.0
WT2,FASm2801,0.0
WT2,FASm2802,0.0
WT2,FASm300,0.0
WT2,FASm3001,0.0
WT2,FASm320,0.0
WT2,FASm340,0.0
WT2,FBA,0.0
WT2,FBP,1.0
WT2,FCLPA,0.0
WT2,FCLT,0.0
WT2,FCLT2,0.0
WT2,FCOAH2,0.0
WT2,FDH,0.0
WT2,FE3Ri,0.0
WT2,FETRANS,0.0
WT2,FHL,0.0
WT2,FMNAT,0.0
WT2,FOLD3,1.0
WT2,FOLR2,0.0
WT2,FOMETR,0.0
WT2,FORMCOAL,0.0
WT2,FRD,-1.0
WT2,FRD2,0.0
WT2,FRD3,0.0
WT2,FRRPPDIMAS,0.0
WT2,FTHFCL,0.0
WT2,FTHFD,0.0
WT2,FUM,0.0
WT2,FUMt2r,0.0
WT2,G16MTM1,0.0
WT2,G16MTM10,0.0
WT2,G16MTM2,0.0
WT2,G16MTM4,0.0
WT2,G16MTM5,0.0
WT2,G16MTM6,0.0
WT2,G16MTM7,0.0
WT2,G16MTM8,0.0
WT2,G16MTM9,0.0
WT2,G1PACT,0.0
WT2,G1PTT,0.0
WT2,G1SATi,0.0
WT2,G3PAT160,0.0
WT2,G3PAT190,0.0
WT2,G5SADs,0.0
WT2,G5SD,0.0
WT2,G5SD2,0.0
WT2,G6PDH2,0.0
WT2,GALFT,0.0
WT2,GALKr,-1.0
WT2,GALT,0.0
WT2,GALUi,0.0
WT2,GALt2,0.0
WT2,GAPD,0.0
WT2,GARFT,0.0
WT2,GCCa,1.0
WT2,GCCb,0.0
WT2,GCCc,0.0
WT2,GF6PTAr,0.0
WT2,GFUCS,0.0
WT2,GGLUCT2,0.0
WT2,GHMT2,1.0
WT2,GK1,0.0
WT2,GLCabc,0.0
WT2,GLGC,0.0
WT2,GLNS,1.0
WT2,GLNSP1,0.0
WT2,GLNSP2,0.0
WT2,GLNSP3,0.0
WT2,GLU5K,0.0
WT2,GLUCYS,0.0
WT2,GLUDC,-1.0
WT2,GLUDx,0.0
WT2,GLUPRT,1.0
WT2,GLUR,0.0
WT2,GLUSy,0.0
WT2,GLUt2r,0.0
WT2,GLXO1,0.0
WT2,GLYBabc,0.0
WT2,GLYC3Pabc,-1.0
WT2,GLYCK,0.0
WT2,GLYCL,0.0
WT2,GLYCTO1,0.0
WT2,GLYCTO2,0.0
WT2,GLYCTO3,0.0
WT2,GLYCTO4,0.0
WT2,GLYCt,0.0
WT2,GLYK,0.0
WT2,GLYt2r,0.0
WT2,GMAND,0.0
WT2,GMPS2,0.0
WT2,GMT1,1.0
WT2,GND,0.0
WT2,GPDDA2,1.0
WT2,GRTT,1.0
WT2,GSNK,0.0
WT2,GTHOr,-1.0
WT2,GTHRDt2,-1.0
WT2,GTHS,0.0
WT2,GTMLT,-1.0
WT2,GTPCI,1.0
WT2,GTPCII,0.0
WT2,GTPCII2,0.0
WT2,GTPDPK,1.0
WT2,GTPH1,1.0
WT2,GUACYC,-1.0
WT2,GUAD,0.0
WT2,GUAPRT,0.0
WT2,H2CO3D,0.0
WT2,H2CO3TP,0.0
WT2,H2Ot,0.0
WT2,H2St1,0.0
WT2,H2td,0.0
WT2,HCO3E,0.0
WT2,HCYSMT,0.0
WT2,HDCAt2,0.0
WT2,HEX1,0.0
WT2,HISTD,1.0
WT2,HISTP,0.0
WT2,HISt2r,0.0
WT2,HMBS,0.0
WT2,HMPK1,0.0
WT2,HMPK2,0.0
WT2,HMPK3,0.0
WT2,HMPK4,0.0
WT2,HOPNTAL,1.0
WT2,HPPK,1.0
WT2,HPPK2,1.0
WT2,HSDy,0.0
WT2,HSERTA,0.0
WT2,HSK,0.0
WT2,HSST,0.0
WT2,HSTPT,1.0
WT2,HXPRT,0.0
WT2,ICDHy,0.0
WT2,ICHORSi,0.0
WT2,ICL,0.0
WT2,ID3ACALDt,0.0
WT2,IG3PS,0.0
WT2,IGAMD,0.0
WT2,IGPDH,0.0
WT2,IGPS,0.0
WT2,ILETA,0.0
WT2,ILEt2r,0.0
WT2,IMPC,0.0
WT2,IMPD,0.0
WT2,INDPYRD,0.0
WT2,INSH,-1.0
WT2,INSK,0.0
WT2,IPDDI,0.0
WT2,IPDPS,0.0
WT2,IPMD,0.0
WT2,IPPMIa,0.0
WT2,IPPMIb,0.0
WT2,IPPS,1.0
WT2,KARA1i,0.0
WT2,KARA2i,0.0
WT2,Kabc,0.0
WT2,Kt3r,0.0
WT2,LACZ,0.0
WT2,LCTSabc,-1.0
WT2,LDH_L,0.0
WT2,LEUTA,0.0
WT2,LEUt2r,0.0
WT2,LO,0.0
WT2,LPLIPAL2E160,0.0
WT2,LPLIPAL2E180,1.0
WT2,LYSt5r,0.0
WT2,L_LACD,1.0
WT2,L_LACD2,1.0
WT2,L_LACD3,1.0
WT2,L_LACt2r,0.0
WT2,L_LACt3,0.0
WT2,MALS,1.0
WT2,MALT,0.0
WT2,MALTHPabc,0.0
WT2,MALTabc,0.0
WT2,MALt2r,0.0
WT2,MAN1PT,0.0
WT2,MAN1PT2,0.0
WT2,MAN6PI,0.0
WT2,MANAT1,0.0
WT2,MANAT2,0.0
WT2,MANAT3,0.0
WT2,MCBTS,-1.0
WT2,MCBTS2,-1.0
WT2,MCBTS3,-1.0
WT2,MCD,0.0
WT2,MCOATA,1.0
WT2,MDFDH,0.0
WT2,MDH,0.0
WT2,ME1,0.0
WT2,MECDPDH,0.0
WT2,MECDPS,1.0
WT2,MEOHt2,0.0
WT2,MEPCT,1.0
WT2,METAT,0.0
WT2,METOX1s,0.0
WT2,METOX2s,0.0
WT2,METS,0.0
WT2,METSOXR1,0.0
WT2,METSOXR2,0.0
WT2,METabc,0.0
WT2,MGt5,0.0
WT2,MHPGLUT,1.0
WT2,MI1PP,1.0
WT2,MI1PS,1.0
WT2,MI3PP,1.0
WT2,MMCD,1.0
WT2,MME,1.0
WT2,MMM2r,0.0
WT2,MMSAD1,1.0
WT2,MMSAD2,1.0
WT2,MN6PP,0.0
WT2,MNDNS1,0.0
WT2,MNDNS2,0.0
WT2,MOHMT,1.0
WT2,MPML,1.0
WT2,MSHAMID,1.0
WT2,MSHOXH,0.0
WT2,MSHS,0.0
WT2,MTAN,0.0
WT2,MTHFC,0.0
WT2,MTHFD,0.0
WT2,MTHFR2,0.0
WT2,MTI,0.0
WT2,MYC1CYC1,0.0
WT2,MYC1CYC2,0.0
WT2,MYC1CYC3,0.0
WT2,MYC1CYC4,0.0
WT2,MYC1CYC5,0.0
WT2,MYC1M1,0.0
WT2,MYC1M2,0.0
WT2,MYC2CYC1,0.0
WT2,MYC2CYC2,0.0
WT2,MYC2CYC3,0.0
WT2,MYCON1,1.0
WT2,MYCON2,1.0
WT2,MYCON3,1.0
WT2,MYCON4,1.0
WT2,MYCON5,1.0
WT2,MYCSacp50,0.0
WT2,MYCSacp56,0.0
WT2,MYCSacp58,0.0
WT2,MYCTR,-1.0
WT2,MYCTR2,-1.0
WT2,NADH10,-1.0
WT2,NADH2r,-1.0
WT2,NADH5,1.0
WT2,NADH9,-1.0
WT2,NADK,0.0
WT2,NADS2,0.0
WT2,NADTRHD,0.0
WT2,NAKtr,0.0
WT2,NAPRTr,0.0
WT2,NARK,0.0
WT2,NAt3_1,-1.0
WT2,NDPK1,0.0
WT2,NDPK2,0.0
WT2,NDPK3,0.0
WT2,NDPK4,0.0
WT2,NDPK5,0.0
WT2,NDPK6,0.0
WT2,NDPK7,0.0
WT2,NDPK8,0.0
WT2,NH4OHDs,0.0
WT2,NH4t,0.0
WT2,NNAM,1.0
WT2,NNAT,0.0
WT2,NNDMBRT,0.0
WT2,NNDPR,1.0
WT2,NO,0.0
WT2,NO3R1,1.0
WT2,NO3R2,0.0
WT2,NOt,0.0
WT2,NPHS,0.0
WT2,NTD1,0.0
WT2,NTD10,0.0
WT2,NTD11,0.0
WT2,NTD2,0.0
WT2,NTD3,0.0
WT2,NTD4,0.0
WT2,NTD5,0.0
WT2,NTD6,0.0
WT2,NTD7,0.0
WT2,NTD8,0.0
WT2,NTD9,0.0
WT2,NTPP2,0.0
WT2,NTPP3,0.0
WT2,NTPP4,-1.0
WT2,NTPP5,0.0
WT2,NTPP7,0.0
WT2,NTPP8,0.0
WT2,NTPTP1,0.0
WT2,NTPTP2,0.0
WT2,NTRIR2x,0.0
WT2,NTRIRx,0.0
WT2,NTRIRy,0.0
WT2,O16RHAT,0.0
WT2,O2t,0.0
WT2,OCBT,0.0
WT2,OCDCAt2,0.0
WT2,OCOAT1r,0.0
WT2,OMCDC,0.0
WT2,OMPDC,0.0
WT2,OPAH,0.0
WT2,ORNTA,0.0
WT2,ORNTAC,0.0
WT2,ORNt,0.0
WT2,ORPT,0.0
WT2,OXACOAL,0.0
WT2,OXCDC,0.0
WT2,OXGDC,0.0
WT2,P5CD,0.0
WT2,P5CR,0.0
WT2,P5CRx,0.0
WT2,PACt2r,0.0
WT2,PANTS,0.0
WT2,PAPA160,-1.0
WT2,PAPPT1,1.0
WT2,PAPPT2,1.0
WT2,PAPPT3,1.0
WT2,PAPR,0.0
WT2,PATS,0.0
WT2,PC,0.0
WT2,PC11M,-1.0
WT2,PC17M,0.0
WT2,PC20M,0.0
WT2,PC6AR,0.0
WT2,PC6YM,-1.0
WT2,PC8XM,0.0
WT2,PDE1,1.0
WT2,PDE4,1.0
WT2,PDH,0.0
WT2,PDHa,0.0
WT2,PDHbr,1.0
WT2,PDHc,0.0
WT2,PDIMAS,0.0
WT2,PDIMAT,-1.0
WT2,PDX5PO,-1.0
WT2,PEAMNO,0.0
WT2,PEPCK_re,1.0
WT2,PFK,0.0
WT2,PFL,0.0
WT2,PGAMT,0.0
WT2,PGCD,0.0
WT2,PGI,0.0
WT2,PGK,0.0
WT2,PGL,0.0
WT2,PGLS,0.0
WT2,PGLYCP,0.0
WT2,PGM,0.0
WT2,PGMT,0.0
WT2,PGPP160,0.0
WT2,PGPP160190,0.0
WT2,PGPP190,0.0
WT2,PGPPT3,1.0
WT2,PGSA160,0.0
WT2,PGSA160190,0.0
WT2,PGSA190,0.0
WT2,PHDCATA,0.0
WT2,PHDCAt,0.0
WT2,PHETA1,0.0
WT2,PHEt2r,0.0
WT2,PHTHDLS,0.0
WT2,PHTHDLS2,0.0
WT2,PHTHS,-1.0
WT2,PHTHS2,-1.0
WT2,PHYCBOXL,0.0
WT2,PIabc,0.0
WT2,PLCD,-1.0
WT2,PLIPA1E160,0.0
WT2,PLIPA1E180,0.0
